' '         = 00
'舶' = 80 B2 B0
'脖' = 80 B2 B1
'膊' = 80 B2 B2
'渤' = 80 B2 B3
'泊' = 80 B2 B4
'驳' = 80 B2 B5
'捕' = 80 B2 B6
'卜' = 80 B2 B7
'哺' = 80 B2 B8
'补' = 80 B2 B9
'埠' = 80 B2 BA
'不' = 80 B2 BB
'布' = 80 B2 BC
'步' = 80 B2 BD
'簿' = 80 B2 BE
'部' = 80 B2 BF
'怖' = 80 B2 C0
'擦' = 80 B2 C1
'猜' = 80 B2 C2
'裁' = 80 B2 C3
'材' = 80 B2 C4
'才' = 80 B2 C5
'财' = 80 B2 C6
'睬' = 80 B2 C7
'踩' = 80 B2 C8
'采' = 80 B2 C9
'彩' = 80 B2 CA
'菜' = 80 B2 CB
'蔡' = 80 B2 CC
'餐' = 80 B2 CD
'参' = 80 B2 CE
'蚕' = 80 B2 CF
'残' = 80 B2 D0
'惭' = 80 B2 D1
'惨' = 80 B2 D2
'灿' = 80 B2 D3
'苍' = 80 B2 D4
'舱' = 80 B2 D5
'仓' = 80 B2 D6
'沧' = 80 B2 D7
'藏' = 80 B2 D8
'操' = 80 B2 D9
'糙' = 80 B2 DA
'槽' = 80 B2 DB
'曹' = 80 B2 DC
'草' = 80 B2 DD
'厕' = 80 B2 DE
'策' = 80 B2 DF
'侧' = 80 B2 E0
'册' = 80 B2 E1
'测' = 80 B2 E2
'层' = 80 B2 E3
'蹭' = 80 B2 E4
'插' = 80 B2 E5
'叉' = 80 B2 E6
'茬' = 80 B2 E7
'茶' = 80 B2 E8
'查' = 80 B2 E9
'碴' = 80 B2 EA
'搽' = 80 B2 EB
'察' = 80 B2 EC
'岔' = 80 B2 ED
'差' = 80 B2 EE
'诧' = 80 B2 EF
'拆' = 80 B2 F0
'柴' = 80 B2 F1
'豺' = 80 B2 F2
'搀' = 80 B2 F3
'掺' = 80 B2 F4
'蝉' = 80 B2 F5
'馋' = 80 B2 F6
'谗' = 80 B2 F7
'缠' = 80 B2 F8
'铲' = 80 B2 F9
'产' = 80 B2 FA
'阐' = 80 B2 FB
'颤' = 80 B2 FC
'昌' = 80 B2 FD
'猖' = 80 B2 FE
'场' = 80 B3 A1
'尝' = 80 B3 A2
'常' = 80 B3 A3
'长' = 80 B3 A4
'偿' = 80 B3 A5
'肠' = 80 B3 A6
'厂' = 80 B3 A7
'敞' = 80 B3 A8
'畅' = 80 B3 A9
'唱' = 80 B3 AA
'倡' = 80 B3 AB
'超' = 80 B3 AC
'抄' = 80 B3 AD
'钞' = 80 B3 AE
'朝' = 80 B3 AF
'嘲' = 80 B3 B0
'潮' = 80 B3 B1
'巢' = 80 B3 B2
'吵' = 80 B3 B3
'炒' = 80 B3 B4
'车' = 80 B3 B5
'扯' = 80 B3 B6
'撤' = 80 B3 B7
'掣' = 80 B3 B8
'彻' = 80 B3 B9
'澈' = 80 B3 BA
'郴' = 80 B3 BB
'臣' = 80 B3 BC
'辰' = 80 B3 BD
'尘' = 80 B3 BE
'晨' = 80 B3 BF
'忱' = 80 B3 C0
'沉' = 80 B3 C1
'陈' = 80 B3 C2
'趁' = 80 B3 C3
'衬' = 80 B3 C4
'撑' = 80 B3 C5
'称' = 80 B3 C6
'城' = 80 B3 C7
'橙' = 80 B3 C8
'成' = 80 B3 C9
'呈' = 80 B3 CA
'乘' = 80 B3 CB
'程' = 80 B3 CC
'惩' = 80 B3 CD
'澄' = 80 B3 CE
'诚' = 80 B3 CF
'承' = 80 B3 D0
'逞' = 80 B3 D1
'骋' = 80 B3 D2
'秤' = 80 B3 D3
'吃' = 80 B3 D4
'痴' = 80 B3 D5
'持' = 80 B3 D6
'匙' = 80 B3 D7
'池' = 80 B3 D8
'迟' = 80 B3 D9
'弛' = 80 B3 DA
'驰' = 80 B3 DB
'耻' = 80 B3 DC
'齿' = 80 B3 DD
'侈' = 80 B3 DE
'尺' = 80 B3 DF
'赤' = 80 B3 E0
'翅' = 80 B3 E1
'斥' = 80 B3 E2
'炽' = 80 B3 E3
'充' = 80 B3 E4
'冲' = 80 B3 E5
'虫' = 80 B3 E6
'崇' = 80 B3 E7
'宠' = 80 B3 E8
'抽' = 80 B3 E9
'酬' = 80 B3 EA
'畴' = 80 B3 EB
'踌' = 80 B3 EC
'稠' = 80 B3 ED
'愁' = 80 B3 EE
'筹' = 80 B3 EF
'仇' = 80 B3 F0
'绸' = 80 B3 F1
'瞅' = 80 B3 F2
'丑' = 80 B3 F3
'臭' = 80 B3 F4
'初' = 80 B3 F5
'出' = 80 B3 F6
'橱' = 80 B3 F7
'厨' = 80 B3 F8
'躇' = 80 B3 F9
'锄' = 80 B3 FA
'雏' = 80 B3 FB
'滁' = 80 B3 FC
'除' = 80 B3 FD
'楚' = 80 B3 FE
'础' = 80 B4 A1
'储' = 80 B4 A2
'矗' = 80 B4 A3
'搐' = 80 B4 A4
'触' = 80 B4 A5
'处' = 80 B4 A6
'揣' = 80 B4 A7
'川' = 80 B4 A8
'穿' = 80 B4 A9
'椽' = 80 B4 AA
'传' = 80 B4 AB
'船' = 80 B4 AC
'喘' = 80 B4 AD
'串' = 80 B4 AE
'疮' = 80 B4 AF
'窗' = 80 B4 B0
'幢' = 80 B4 B1
'床' = 80 B4 B2
'闯' = 80 B4 B3
'创' = 80 B4 B4
'吹' = 80 B4 B5
'炊' = 80 B4 B6
'捶' = 80 B4 B7
'锤' = 80 B4 B8
'垂' = 80 B4 B9
'春' = 80 B4 BA
'椿' = 80 B4 BB
'醇' = 80 B4 BC
'唇' = 80 B4 BD
'淳' = 80 B4 BE
'纯' = 80 B4 BF
'蠢' = 80 B4 C0
'戳' = 80 B4 C1
'绰' = 80 B4 C2
'疵' = 80 B4 C3
'茨' = 80 B4 C4
'磁' = 80 B4 C5
'雌' = 80 B4 C6
'辞' = 80 B4 C7
'慈' = 80 B4 C8
'瓷' = 80 B4 C9
'词' = 80 B4 CA
'此' = 80 B4 CB
'刺' = 80 B4 CC
'赐' = 80 B4 CD
'次' = 80 B4 CE
'聪' = 80 B4 CF
'葱' = 80 B4 D0
'囱' = 80 B4 D1
'匆' = 80 B4 D2
'从' = 80 B4 D3
'丛' = 80 B4 D4
'凑' = 80 B4 D5
'粗' = 80 B4 D6
'醋' = 80 B4 D7
'簇' = 80 B4 D8
'促' = 80 B4 D9
'蹿' = 80 B4 DA
'篡' = 80 B4 DB
'窜' = 80 B4 DC
'摧' = 80 B4 DD
'崔' = 80 B4 DE
'催' = 80 B4 DF
'脆' = 80 B4 E0
'瘁' = 80 B4 E1
'粹' = 80 B4 E2
'淬' = 80 B4 E3
'翠' = 80 B4 E4
'村' = 80 B4 E5
'存' = 80 B4 E6
'寸' = 80 B4 E7
'磋' = 80 B4 E8
'撮' = 80 B4 E9
'搓' = 80 B4 EA
'措' = 80 B4 EB
'挫' = 80 B4 EC
'错' = 80 B4 ED
'搭' = 80 B4 EE
'达' = 80 B4 EF
'答' = 80 B4 F0
'瘩' = 80 B4 F1
'打' = 80 B4 F2
'大' = 80 B4 F3
'呆' = 80 B4 F4
'歹' = 80 B4 F5
'傣' = 80 B4 F6
'戴' = 80 B4 F7
'带' = 80 B4 F8
'殆' = 80 B4 F9
'代' = 80 B4 FA
'贷' = 80 B4 FB
'袋' = 80 B4 FC
'待' = 80 B4 FD
'逮' = 80 B4 FE
'怠' = 80 B5 A1
'耽' = 80 B5 A2
'担' = 80 B5 A3
'丹' = 80 B5 A4
'单' = 80 B5 A5
'郸' = 80 B5 A6
'掸' = 80 B5 A7
'胆' = 80 B5 A8
'旦' = 80 B5 A9
'氮' = 80 B5 AA
'但' = 80 B5 AB
'惮' = 80 B5 AC
'淡' = 80 B5 AD
'诞' = 80 B5 AE
'弹' = 80 B5 AF
'蛋' = 80 B5 B0
'当' = 80 B5 B1
'挡' = 80 B5 B2
'党' = 80 B5 B3
'荡' = 80 B5 B4
'档' = 80 B5 B5
'刀' = 80 B5 B6
'捣' = 80 B5 B7
'蹈' = 80 B5 B8
'倒' = 80 B5 B9
'岛' = 80 B5 BA
'祷' = 80 B5 BB
'导' = 80 B5 BC
'到' = 80 B5 BD
'稻' = 80 B5 BE
'悼' = 80 B5 BF
'道' = 80 B5 C0
'盗' = 80 B5 C1
'德' = 80 B5 C2
'得' = 80 B5 C3
'的' = 80 B5 C4
'蹬' = 80 B5 C5
'灯' = 80 B5 C6
'登' = 80 B5 C7
'等' = 80 B5 C8
'瞪' = 80 B5 C9
'凳' = 80 B5 CA
'邓' = 80 B5 CB
'堤' = 80 B5 CC
'低' = 80 B5 CD
'滴' = 80 B5 CE
'迪' = 80 B5 CF
'敌' = 80 B5 D0
'笛' = 80 B5 D1
'狄' = 80 B5 D2
'涤' = 80 B5 D3
'翟' = 80 B5 D4
'嫡' = 80 B5 D5
'抵' = 80 B5 D6
'底' = 80 B5 D7
'地' = 80 B5 D8
'蒂' = 80 B5 D9
'第' = 80 B5 DA
'帝' = 80 B5 DB
'弟' = 80 B5 DC
'递' = 80 B5 DD
'缔' = 80 B5 DE
'颠' = 80 B5 DF
'掂' = 80 B5 E0
'滇' = 80 B5 E1
'碘' = 80 B5 E2
'点' = 80 B5 E3
'典' = 80 B5 E4
'靛' = 80 B5 E5
'垫' = 80 B5 E6
'电' = 80 B5 E7
'佃' = 80 B5 E8
'甸' = 80 B5 E9
'店' = 80 B5 EA
'惦' = 80 B5 EB
'奠' = 80 B5 EC
'淀' = 80 B5 ED
'殿' = 80 B5 EE
'碉' = 80 B5 EF
'叼' = 80 B5 F0
'雕' = 80 B5 F1
'凋' = 80 B5 F2
'刁' = 80 B5 F3
'掉' = 80 B5 F4
'吊' = 80 B5 F5
'钓' = 80 B5 F6
'调' = 80 B5 F7
'跌' = 80 B5 F8
'爹' = 80 B5 F9
'碟' = 80 B5 FA
'蝶' = 80 B5 FB
'迭' = 80 B5 FC
'谍' = 80 B5 FD
'叠' = 80 B5 FE
'丁' = 80 B6 A1
'盯' = 80 B6 A2
'叮' = 80 B6 A3
'钉' = 80 B6 A4
'顶' = 80 B6 A5
'鼎' = 80 B6 A6
'锭' = 80 B6 A7
'定' = 80 B6 A8
'订' = 80 B6 A9
'丢' = 80 B6 AA
'东' = 80 B6 AB
'冬' = 80 B6 AC
'董' = 80 B6 AD
'懂' = 80 B6 AE
'动' = 80 B6 AF
'栋' = 80 B6 B0
'侗' = 80 B6 B1
'恫' = 80 B6 B2
'冻' = 80 B6 B3
'洞' = 80 B6 B4
'兜' = 80 B6 B5
'抖' = 80 B6 B6
'斗' = 80 B6 B7
'陡' = 80 B6 B8
'豆' = 80 B6 B9
'逗' = 80 B6 BA
'痘' = 80 B6 BB
'都' = 80 B6 BC
'督' = 80 B6 BD
'毒' = 80 B6 BE
'犊' = 80 B6 BF
'独' = 80 B6 C0
'读' = 80 B6 C1
'堵' = 80 B6 C2
'睹' = 80 B6 C3
'赌' = 80 B6 C4
'杜' = 80 B6 C5
'镀' = 80 B6 C6
'肚' = 80 B6 C7
'度' = 80 B6 C8
'渡' = 80 B6 C9
'妒' = 80 B6 CA
'端' = 80 B6 CB
'短' = 80 B6 CC
'锻' = 80 B6 CD
'段' = 80 B6 CE
'断' = 80 B6 CF
'缎' = 80 B6 D0
'堆' = 80 B6 D1
'兑' = 80 B6 D2
'队' = 80 B6 D3
'对' = 80 B6 D4
'墩' = 80 B6 D5
'吨' = 80 B6 D6
'蹲' = 80 B6 D7
'敦' = 80 B6 D8
'顿' = 80 B6 D9
'囤' = 80 B6 DA
'钝' = 80 B6 DB
'盾' = 80 B6 DC
'遁' = 80 B6 DD
'掇' = 80 B6 DE
'哆' = 80 B6 DF
'多' = 80 B6 E0
'夺' = 80 B6 E1
'垛' = 80 B6 E2
'躲' = 80 B6 E3
'朵' = 80 B6 E4
'跺' = 80 B6 E5
'舵' = 80 B6 E6
'剁' = 80 B6 E7
'惰' = 80 B6 E8
'堕' = 80 B6 E9
'蛾' = 80 B6 EA
'峨' = 80 B6 EB
'鹅' = 80 B6 EC
'俄' = 80 B6 ED
'额' = 80 B6 EE
'讹' = 80 B6 EF
'娥' = 80 B6 F0
'恶' = 80 B6 F1
'厄' = 80 B6 F2
'扼' = 80 B6 F3
'遏' = 80 B6 F4
'鄂' = 80 B6 F5
'饿' = 80 B6 F6
'恩' = 80 B6 F7
'而' = 80 B6 F8
'儿' = 80 B6 F9
'耳' = 80 B6 FA
'尔' = 80 B6 FB
'饵' = 80 B6 FC
'洱' = 80 B6 FD
'二' = 80 B6 FE
'贰' = 80 B7 A1
'发' = 80 B7 A2
'罚' = 80 B7 A3
'筏' = 80 B7 A4
'伐' = 80 B7 A5
'乏' = 80 B7 A6
'阀' = 80 B7 A7
'法' = 80 B7 A8
'珐' = 80 B7 A9
'藩' = 80 B7 AA
'帆' = 80 B7 AB
'番' = 80 B7 AC
'翻' = 80 B7 AD
'樊' = 80 B7 AE
'矾' = 80 B7 AF
'钒' = 80 B7 B0
'繁' = 80 B7 B1
'凡' = 80 B7 B2
'烦' = 80 B7 B3
'反' = 80 B7 B4
'返' = 80 B7 B5
'范' = 80 B7 B6
'贩' = 80 B7 B7
'犯' = 80 B7 B8
'饭' = 80 B7 B9
'泛' = 80 B7 BA
'坊' = 80 B7 BB
'芳' = 80 B7 BC
'方' = 80 B7 BD
'肪' = 80 B7 BE
'房' = 80 B7 BF
'防' = 80 B7 C0
'妨' = 80 B7 C1
'仿' = 80 B7 C2
'访' = 80 B7 C3
'纺' = 80 B7 C4
'放' = 80 B7 C5
'菲' = 80 B7 C6
'非' = 80 B7 C7
'啡' = 80 B7 C8
'飞' = 80 B7 C9
'肥' = 80 B7 CA
'匪' = 80 B7 CB
'诽' = 80 B7 CC
'吠' = 80 B7 CD
'肺' = 80 B7 CE
'废' = 80 B7 CF
'沸' = 80 B7 D0
'费' = 80 B7 D1
'芬' = 80 B7 D2
'酚' = 80 B7 D3
'吩' = 80 B7 D4
'氛' = 80 B7 D5
'分' = 80 B7 D6
'纷' = 80 B7 D7
'坟' = 80 B7 D8
'焚' = 80 B7 D9
'汾' = 80 B7 DA
'粉' = 80 B7 DB
'奋' = 80 B7 DC
'份' = 80 B7 DD
'忿' = 80 B7 DE
'愤' = 80 B7 DF
'粪' = 80 B7 E0
'丰' = 80 B7 E1
'封' = 80 B7 E2
'枫' = 80 B7 E3
'蜂' = 80 B7 E4
'峰' = 80 B7 E5
'锋' = 80 B7 E6
'风' = 80 B7 E7
'疯' = 80 B7 E8
'烽' = 80 B7 E9
'逢' = 80 B7 EA
'冯' = 80 B7 EB
'缝' = 80 B7 EC
'讽' = 80 B7 ED
'奉' = 80 B7 EE
'凤' = 80 B7 EF
'佛' = 80 B7 F0
'否' = 80 B7 F1
'夫' = 80 B7 F2
'敷' = 80 B7 F3
'肤' = 80 B7 F4
'孵' = 80 B7 F5
'扶' = 80 B7 F6
'拂' = 80 B7 F7
'辐' = 80 B7 F8
'幅' = 80 B7 F9
'氟' = 80 B7 FA
'符' = 80 B7 FB
'伏' = 80 B7 FC
'俘' = 80 B7 FD
'服' = 80 B7 FE
'浮' = 80 B8 A1
'涪' = 80 B8 A2
'福' = 80 B8 A3
'袱' = 80 B8 A4
'弗' = 80 B8 A5
'甫' = 80 B8 A6
'抚' = 80 B8 A7
'辅' = 80 B8 A8
'俯' = 80 B8 A9
'釜' = 80 B8 AA
'斧' = 80 B8 AB
'脯' = 80 B8 AC
'腑' = 80 B8 AD
'府' = 80 B8 AE
'腐' = 80 B8 AF
'赴' = 80 B8 B0
'副' = 80 B8 B1
'覆' = 80 B8 B2
'赋' = 80 B8 B3
'复' = 80 B8 B4
'傅' = 80 B8 B5
'付' = 80 B8 B6
'阜' = 80 B8 B7
'父' = 80 B8 B8
'腹' = 80 B8 B9
'负' = 80 B8 BA
'富' = 80 B8 BB
'讣' = 80 B8 BC
'附' = 80 B8 BD
'妇' = 80 B8 BE
'缚' = 80 B8 BF
'咐' = 80 B8 C0
'噶' = 80 B8 C1
'嘎' = 80 B8 C2
'该' = 80 B8 C3
'改' = 80 B8 C4
'概' = 80 B8 C5
'钙' = 80 B8 C6
'盖' = 80 B8 C7
'溉' = 80 B8 C8
'干' = 80 B8 C9
'甘' = 80 B8 CA
'杆' = 80 B8 CB
'柑' = 80 B8 CC
'竿' = 80 B8 CD
'肝' = 80 B8 CE
'赶' = 80 B8 CF
'感' = 80 B8 D0
'秆' = 80 B8 D1
'敢' = 80 B8 D2
'赣' = 80 B8 D3
'冈' = 80 B8 D4
'刚' = 80 B8 D5
'钢' = 80 B8 D6
'缸' = 80 B8 D7
'肛' = 80 B8 D8
'纲' = 80 B8 D9
'岗' = 80 B8 DA
'港' = 80 B8 DB
'杠' = 80 B8 DC
'篙' = 80 B8 DD
'皋' = 80 B8 DE
'高' = 80 B8 DF
'膏' = 80 B8 E0
'羔' = 80 B8 E1
'糕' = 80 B8 E2
'搞' = 80 B8 E3
'镐' = 80 B8 E4
'稿' = 80 B8 E5
'告' = 80 B8 E6
'哥' = 80 B8 E7
'歌' = 80 B8 E8
'搁' = 80 B8 E9
'戈' = 80 B8 EA
'鸽' = 80 B8 EB
'胳' = 80 B8 EC
'疙' = 80 B8 ED
'割' = 80 B8 EE
'革' = 80 B8 EF
'葛' = 80 B8 F0
'格' = 80 B8 F1
'蛤' = 80 B8 F2
'阁' = 80 B8 F3
'隔' = 80 B8 F4
'铬' = 80 B8 F5
'个' = 80 B8 F6
'各' = 80 B8 F7
'给' = 80 B8 F8
'根' = 80 B8 F9
'跟' = 80 B8 FA
'耕' = 80 B8 FB
'更' = 80 B8 FC
'庚' = 80 B8 FD
'羹' = 80 B8 FE
'埂' = 80 B9 A1
'耿' = 80 B9 A2
'梗' = 80 B9 A3
'工' = 80 B9 A4
'攻' = 80 B9 A5
'功' = 80 B9 A6
'恭' = 80 B9 A7
'龚' = 80 B9 A8
'供' = 80 B9 A9
'躬' = 80 B9 AA
'公' = 80 B9 AB
'宫' = 80 B9 AC
'弓' = 80 B9 AD
'巩' = 80 B9 AE
'汞' = 80 B9 AF
'拱' = 80 B9 B0
'贡' = 80 B9 B1
'共' = 80 B9 B2
'钩' = 80 B9 B3
'勾' = 80 B9 B4
'沟' = 80 B9 B5
'苟' = 80 B9 B6
'狗' = 80 B9 B7
'垢' = 80 B9 B8
'构' = 80 B9 B9
'购' = 80 B9 BA
'够' = 80 B9 BB
'辜' = 80 B9 BC
'菇' = 80 B9 BD
'咕' = 80 B9 BE
'箍' = 80 B9 BF
'估' = 80 B9 C0
'沽' = 80 B9 C1
'孤' = 80 B9 C2
'姑' = 80 B9 C3
'鼓' = 80 B9 C4
'古' = 80 B9 C5
'蛊' = 80 B9 C6
'骨' = 80 B9 C7
'谷' = 80 B9 C8
'股' = 80 B9 C9
'故' = 80 B9 CA
'顾' = 80 B9 CB
'固' = 80 B9 CC
'雇' = 80 B9 CD
'刮' = 80 B9 CE
'瓜' = 80 B9 CF
'剐' = 80 B9 D0
'寡' = 80 B9 D1
'挂' = 80 B9 D2
'褂' = 80 B9 D3
'乖' = 80 B9 D4
'拐' = 80 B9 D5
'怪' = 80 B9 D6
'棺' = 80 B9 D7
'关' = 80 B9 D8
'官' = 80 B9 D9
'冠' = 80 B9 DA
'观' = 80 B9 DB
'管' = 80 B9 DC
'馆' = 80 B9 DD
'罐' = 80 B9 DE
'惯' = 80 B9 DF
'灌' = 80 B9 E0
'贯' = 80 B9 E1
'光' = 80 B9 E2
'广' = 80 B9 E3
'逛' = 80 B9 E4
'瑰' = 80 B9 E5
'规' = 80 B9 E6
'圭' = 80 B9 E7
'硅' = 80 B9 E8
'归' = 80 B9 E9
'龟' = 80 B9 EA
'闺' = 80 B9 EB
'轨' = 80 B9 EC
'鬼' = 80 B9 ED
'诡' = 80 B9 EE
'癸' = 80 B9 EF
'桂' = 80 B9 F0
'柜' = 80 B9 F1
'跪' = 80 B9 F2
'贵' = 80 B9 F3
'刽' = 80 B9 F4
'辊' = 80 B9 F5
'滚' = 80 B9 F6
'棍' = 80 B9 F7
'锅' = 80 B9 F8
'郭' = 80 B9 F9
'国' = 80 B9 FA
'果' = 80 B9 FB
'裹' = 80 B9 FC
'过' = 80 B9 FD
'哈' = 80 B9 FE
'骸' = 80 BA A1
'孩' = 80 BA A2
'海' = 80 BA A3
'氦' = 80 BA A4
'亥' = 80 BA A5
'害' = 80 BA A6
'骇' = 80 BA A7
'酣' = 80 BA A8
'憨' = 80 BA A9
'邯' = 80 BA AA
'韩' = 80 BA AB
'含' = 80 BA AC
'涵' = 80 BA AD
'寒' = 80 BA AE
'函' = 80 BA AF
'喊' = 80 BA B0
'罕' = 80 BA B1
'翰' = 80 BA B2
'撼' = 80 BA B3
'捍' = 80 BA B4
'旱' = 80 BA B5
'憾' = 80 BA B6
'悍' = 80 BA B7
'焊' = 80 BA B8
'汗' = 80 BA B9
'汉' = 80 BA BA
'夯' = 80 BA BB
'杭' = 80 BA BC
'航' = 80 BA BD
'壕' = 80 BA BE
'嚎' = 80 BA BF
'豪' = 80 BA C0
'毫' = 80 BA C1
'郝' = 80 BA C2
'好' = 80 BA C3
'耗' = 80 BA C4
'号' = 80 BA C5
'浩' = 80 BA C6
'呵' = 80 BA C7
'喝' = 80 BA C8
'荷' = 80 BA C9
'菏' = 80 BA CA
'核' = 80 BA CB
'禾' = 80 BA CC
'和' = 80 BA CD
'何' = 80 BA CE
'合' = 80 BA CF
'盒' = 80 BA D0
'貉' = 80 BA D1
'阂' = 80 BA D2
'河' = 80 BA D3
'涸' = 80 BA D4
'赫' = 80 BA D5
'褐' = 80 BA D6
'鹤' = 80 BA D7
'贺' = 80 BA D8
'嘿' = 80 BA D9
'黑' = 80 BA DA
'痕' = 80 BA DB
'很' = 80 BA DC
'狠' = 80 BA DD
'恨' = 80 BA DE
'哼' = 80 BA DF
'亨' = 80 BA E0
'横' = 80 BA E1
'衡' = 80 BA E2
'恒' = 80 BA E3
'轰' = 80 BA E4
'哄' = 80 BA E5
'烘' = 80 BA E6
'虹' = 80 BA E7
'鸿' = 80 BA E8
'洪' = 80 BA E9
'宏' = 80 BA EA
'弘' = 80 BA EB
'红' = 80 BA EC
'喉' = 80 BA ED
'侯' = 80 BA EE
'猴' = 80 BA EF
'吼' = 80 BA F0
'厚' = 80 BA F1
'候' = 80 BA F2
'后' = 80 BA F3
'呼' = 80 BA F4
'乎' = 80 BA F5
'忽' = 80 BA F6
'瑚' = 80 BA F7
'壶' = 80 BA F8
'葫' = 80 BA F9
'胡' = 80 BA FA
'蝴' = 80 BA FB
'狐' = 80 BA FC
'糊' = 80 BA FD
'湖' = 80 BA FE
'弧' = 80 BB A1
'虎' = 80 BB A2
'唬' = 80 BB A3
'护' = 80 BB A4
'互' = 80 BB A5
'沪' = 80 BB A6
'户' = 80 BB A7
'花' = 80 BB A8
'哗' = 80 BB A9
'华' = 80 BB AA
'猾' = 80 BB AB
'滑' = 80 BB AC
'画' = 80 BB AD
'划' = 80 BB AE
'化' = 80 BB AF
'话' = 80 BB B0
'槐' = 80 BB B1
'徊' = 80 BB B2
'怀' = 80 BB B3
'淮' = 80 BB B4
'坏' = 80 BB B5
'欢' = 80 BB B6
'环' = 80 BB B7
'桓' = 80 BB B8
'还' = 80 BB B9
'缓' = 80 BB BA
'换' = 80 BB BB
'患' = 80 BB BC
'唤' = 80 BB BD
'痪' = 80 BB BE
'豢' = 80 BB BF
'焕' = 80 BB C0
'涣' = 80 BB C1
'宦' = 80 BB C2
'幻' = 80 BB C3
'荒' = 80 BB C4
'慌' = 80 BB C5
'黄' = 80 BB C6
'磺' = 80 BB C7
'蝗' = 80 BB C8
'簧' = 80 BB C9
'皇' = 80 BB CA
'凰' = 80 BB CB
'惶' = 80 BB CC
'煌' = 80 BB CD
'晃' = 80 BB CE
'幌' = 80 BB CF
'恍' = 80 BB D0
'谎' = 80 BB D1
'灰' = 80 BB D2
'挥' = 80 BB D3
'辉' = 80 BB D4
'徽' = 80 BB D5
'恢' = 80 BB D6
'蛔' = 80 BB D7
'回' = 80 BB D8
'毁' = 80 BB D9
'悔' = 80 BB DA
'慧' = 80 BB DB
'卉' = 80 BB DC
'惠' = 80 BB DD
'晦' = 80 BB DE
'贿' = 80 BB DF
'秽' = 80 BB E0
'会' = 80 BB E1
'烩' = 80 BB E2
'汇' = 80 BB E3
'讳' = 80 BB E4
'诲' = 80 BB E5
'绘' = 80 BB E6
'荤' = 80 BB E7
'昏' = 80 BB E8
'婚' = 80 BB E9
'魂' = 80 BB EA
'浑' = 80 BB EB
'混' = 80 BB EC
'豁' = 80 BB ED
'活' = 80 BB EE
'伙' = 80 BB EF
'火' = 80 BB F0
'获' = 80 BB F1
'或' = 80 BB F2
'惑' = 80 BB F3
'霍' = 80 BB F4
'货' = 80 BB F5
'祸' = 80 BB F6
'击' = 80 BB F7
'圾' = 80 BB F8
'基' = 80 BB F9
'机' = 80 BB FA
'畸' = 80 BB FB
'稽' = 80 BB FC
'积' = 80 BB FD
'箕' = 80 BB FE
'肌' = 80 BC A1
'饥' = 80 BC A2
'迹' = 80 BC A3
'激' = 80 BC A4
'讥' = 80 BC A5
'鸡' = 80 BC A6
'姬' = 80 BC A7
'绩' = 80 BC A8
'缉' = 80 BC A9
'吉' = 80 BC AA
'极' = 80 BC AB
'棘' = 80 BC AC
'辑' = 80 BC AD
'籍' = 80 BC AE
'集' = 80 BC AF
'及' = 80 BC B0
'急' = 80 BC B1
'疾' = 80 BC B2
'汲' = 80 BC B3
'即' = 80 BC B4
'嫉' = 80 BC B5
'级' = 80 BC B6
'挤' = 80 BC B7
'几' = 80 BC B8
'脊' = 80 BC B9
'己' = 80 BC BA
'蓟' = 80 BC BB
'技' = 80 BC BC
'冀' = 80 BC BD
'季' = 80 BC BE
'伎' = 80 BC BF
'祭' = 80 BC C0
'剂' = 80 BC C1
'悸' = 80 BC C2
'济' = 80 BC C3
'寄' = 80 BC C4
'寂' = 80 BC C5
'计' = 80 BC C6
'记' = 80 BC C7
'既' = 80 BC C8
'忌' = 80 BC C9
'际' = 80 BC CA
'妓' = 80 BC CB
'继' = 80 BC CC
'纪' = 80 BC CD
'嘉' = 80 BC CE
'枷' = 80 BC CF
'夹' = 80 BC D0
'佳' = 80 BC D1
'家' = 80 BC D2
'加' = 80 BC D3
'荚' = 80 BC D4
'颊' = 80 BC D5
'贾' = 80 BC D6
'甲' = 80 BC D7
'钾' = 80 BC D8
'假' = 80 BC D9
'稼' = 80 BC DA
'价' = 80 BC DB
'架' = 80 BC DC
'驾' = 80 BC DD
'嫁' = 80 BC DE
'歼' = 80 BC DF
'监' = 80 BC E0
'坚' = 80 BC E1
'尖' = 80 BC E2
'笺' = 80 BC E3
'间' = 80 BC E4
'煎' = 80 BC E5
'兼' = 80 BC E6
'肩' = 80 BC E7
'艰' = 80 BC E8
'奸' = 80 BC E9
'缄' = 80 BC EA
'茧' = 80 BC EB
'检' = 80 BC EC
'柬' = 80 BC ED
'碱' = 80 BC EE
'硷' = 80 BC EF
'拣' = 80 BC F0
'捡' = 80 BC F1
'简' = 80 BC F2
'俭' = 80 BC F3
'剪' = 80 BC F4
'减' = 80 BC F5
'荐' = 80 BC F6
'槛' = 80 BC F7
'鉴' = 80 BC F8
'践' = 80 BC F9
'贱' = 80 BC FA
'见' = 80 BC FB
'键' = 80 BC FC
'箭' = 80 BC FD
'件' = 80 BC FE
'健' = 80 BD A1
'舰' = 80 BD A2
'剑' = 80 BD A3
'饯' = 80 BD A4
'渐' = 80 BD A5
'溅' = 80 BD A6
'涧' = 80 BD A7
'建' = 80 BD A8
'僵' = 80 BD A9
'姜' = 80 BD AA
'将' = 80 BD AB
'浆' = 80 BD AC
'江' = 80 BD AD
'疆' = 80 BD AE
'蒋' = 80 BD AF
'桨' = 80 BD B0
